ID,a39758dae,10596ddee,8132d18b8,c0085a739,9509f66b0,f06078487,ecbd077d0,6dcd9e752,849c542c3,d709df8f9,025dea3b3,f902239b9,cd15bb515,236910072,5a6a1ec1a,22610c726,1c62e29a7,8e1822aa3,c77f6dbfe,acc744336,890163e1a,097836097,bf89fac56,26df61cc3,4a14d4e94,a3f2345bf,1931ccfdd,212efda42,538df95cd,13a2ecd25,896d1c52d,f5723deba,854e37761,f0aec6c6b,b0868a049,8c922fa9a,20a325694,b5a25e7c9,ccc9ba695,a2e5adf89,64406f348,c036f4785,97ea72529,56e98e3ad,3adf5e2b5,61c1b7eb6,db3839ab0,7bde71e2f,556fb6bc0,2ca23426b,7af2b8f44,8f3740670,nz_mean,nz_log_mean_exp,nz_median,nz_std,nz_kurtosis,nz_min,sum,max,zero_count,mean,log_mean_exp,median,std,kurtosis,log_leak
5049af5d6,2800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800000.0,0.0,0.0,0.0,0.0,0.0,0.0,15053595.27947826,2708124.8946702364,2400000.0,52961318.770102054,80.44819905671764,6000.0,1731163457.1399999,530400000.0,4876,346857.03408936085,0.40675405685454863,0.0,8317575.789655309,3341.3512014512808,10.785897560103917
504e5be04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9399380.752060302,2846303.394114139,2736000.0,21681146.39768241,33.6112607790116,20000.0,3740953539.32,186300000.0,4593,749539.8796473653,2.271050371384405,0.0,6624441.295244315,413.52280039710456,13.910821646859095
50519225c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10976250.0,4367262.193248003,4000000.0,14263221.176625334,2.183755030194356,60000.0,175620000.0,44000000.0,4975,35187.33720697255,0.050236206975272084,0.0,998301.3227628231,1575.9017766830736,17.11651924921698
505ab4508,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3665000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7766301.580869566,2235790.025832652,2608000.0,17036101.832038395,30.466114227069525,8000.0,1964874299.96,154636000.0,4738,393683.4902744941,1.0982661195119265,0.0,4190453.812663964,581.5336452203921,15.472468178356161
505cbc842,0.0,0.0,11400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933333.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,4083881.0299512194,1846728.064554618,2000000.0,6457673.3505781675,14.90839757258845,40000.0,837195611.14,40000000.0,4786,167741.05612903225,0.8087803238187646,0.0,1536834.995547264,358.67420498604497,15.068273812173887
505cf92c6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2153208.616326531,1035508.3315797275,1000000.0,4858431.290826327,53.57173375129807,15000.0,316521666.6,40700000.0,4844,63418.48659587258,0.5037111639697929,0.0,907296.1468460814,1619.204430519259,13.815511557963774
508a2d31a,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13575506.449620252,6051783.08844772,10000000.0,12148736.167380475,4.1670141920027834,8000.0,1072465009.52,60000000.0,4912,214879.78551793227,0.280403883456269,0.0,2275642.755718324,284.7860972438855,15.424948670398354
50ad45916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3080155.1715517244,899796.4343421606,1066666.66,8508052.446636984,48.32737803793176,12000.0,357297999.9,74970000.0,4875,71588.45920657183,0.3752613937176796,0.0,1372464.3122328257,1992.2962987612725,13.232116033476537
50b86becc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,1200000.0,7073669.065035972,3087017.2315270547,3200000.0,11080658.582622869,28.84770473956935,40000.0,3932960000.16,110000000.0,4435,788010.4187858144,4.283698732282085,0.0,4313949.411903882,208.72331219567613,16.012735246411598
50c9e012d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000000.0,17360862.79385892,916120.009759598,1244000.0,40648931.074513525,14.339386970632631,2000.0,4183967933.3199997,271000000.0,4750,838302.5312201963,0.9403689608582797,0.0,9660472.587005282,356.4284114774448,10.645448706505872
50d1e3a4c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4693333.34,7162486.559032259,2638658.0360914455,3000000.0,12309874.77931884,13.434829352918989,40000.0,888148333.3199999,72800000.0,4867,177949.97662191943,0.4439011844972024,0.0,2231217.108381719,577.5520560487122,12.206077645517674
50e6ada64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940656.578538813,553080.2739946785,400000.0,4691593.3999855695,26.141501865172366,40000.0,425003790.7,39830000.0,4772,85154.03540372671,0.7864371194246071,0.0,1058130.485075653,615.4399817813747,0.0
510a16c2e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,6143853.127142857,1902518.6199151871,1900000.0,16415683.61324284,49.89443275338478,60000.0,1032167325.3599999,160000000.0,4823,206805.71535964735,0.6269189505376936,0.0,3201023.633415335,1410.1285981304677,16.52356082573315
510de59ed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87200.0,0.0,1198333.34,0.0,118000.0,528666.66,2780000.0,0.0,0.0,104000.0,5600000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,653333.34,9058376.747435387,1400372.9732705038,1199666.67,29671760.244230665,106.37125926297324,6000.0,9112727007.92,516124000.0,3985,1825831.899002204,16.332221741010375,0.0,13803107.529263236,502.54636309534584,12.782688818818986
5110db30c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3692425.757878788,559298.9012593785,590666.6699999999,10212357.869366955,38.626747168829596,2000.0,243700100.02,75560000.0,4925,48827.91024243639,0.19125770019569066,0.0,1239540.7402542692,2809.692671001294,0.0
511749abd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.00000000001,10000.0,,,10000.0,10000.0,10000.0,4990,2.003606491685033,0.0018471136276593334,0.0,141.54880754301794,4991.0,15.627889477660357
5118b9659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512723.40425531915,162621.61897104318,150000.0,744427.9304074827,0.8976393317066922,10000.0,24098000.0,2400000.0,4944,4828.290923662593,0.11962718074828875,0.0,86956.11018935266,527.185712257651,10.819798284210286
511a2ad87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,18290333.332999997,2529989.738198683,2870000.0,29864058.853303347,3.2715536373951193,10000.0,731613333.3199999,117000000.0,4951,146586.52240432778,0.12542698075979322,0.0,3103325.0484965104,835.910696509766,15.10198486004501
511bd47ae,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,0.0,0.0,0.0,1266666.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5935458.748982036,1880213.4826831566,1800000.0,15956680.62947908,56.17705522464413,60000.0,991221611.0799999,160000000.0,4824,198601.8054658385,0.6215726563519682,0.0,3099961.070159129,1576.426457244726,15.797890524542016
511c929bf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89466666.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57743354.60978723,46455030.65492238,50000000.0,37992468.283756904,1.0406028234622218,10200000.0,2713937666.66,170000000.0,4944,543766.3126948507,0.18086450365434192,0.0,6664502.154189766,281.8323640952851,0.0
511fb65de,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23333333.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,16181465.839627331,10777389.974800559,15000000.0,9825673.178007133,-0.8890521665476387,186666.66,2605216000.18,40000000.0,4830,521982.7690202364,0.6859911035225987,0.0,3357262.710104809,55.08348436345381,14.914123179965662
5121424c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,644504.132231405,238041.02952348726,283333.34,950433.0903277968,7.250087430960059,50000.0,155970000.0,6000000.0,4749,31250.25045081146,0.8226332766303153,0.0,250590.5110927457,185.42912932102487,12.899222326086994
5134e7e50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000000.0,30000000.00000005,30000000.0,0.0,,30000000.0,60000000.0,30000000.0,4989,12021.638950110198,0.006922955197907274,0.0,600480.552658319,2492.99839623118,16.118095750958314
514abe432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2977060.1811235957,649429.393805026,455000.0,7844476.407440113,31.571340462036407,4000.0,529916712.24,60100000.0,4813,106174.45646964536,0.6117560150149166,0.0,1577215.572009726,903.1767769194748,15.000300848683787
514b8190e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18212369.44838889,12115029.816965956,11512500.0,21505194.76195816,13.342749559408976,200000.0,6556453001.42,171080000.0,4631,1313655.179607293,2.2427914546815986,0.0,7448198.893469752,149.63020430618053,15.607270193858982
5158740dd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5379075.019829059,1967874.61246458,2360000.0,9005316.736887446,15.105334924543236,70000.0,629351777.3199999,57400000.0,4874,126097.33065918653,0.40457562075312453,0.0,1596154.9157726497,648.3600981190333,14.30409118627969
515ca2f60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63563517.24137931,41296922.19088508,45200000.0,70221253.89626871,7.522428275130521,3480000.0,5530026000.0,360000000.0,4904,1107999.5992787017,0.3575502953983552,0.0,12417654.567167621,433.04317380758533,17.243025280411334
515d4cd23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10520000.0,6922338.120382192,6000000.0,11059818.797644684,5.017020377685302,2000000.0,526000000.0,50000000.0,4941,105389.70146263274,0.1709163635004481,0.0,1516227.8513470632,585.6882344535725,0.0
516be064a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2139406.6292436975,262075.06142566443,200000.0,5878293.39567074,16.452507487893516,2000.0,254589388.88,31000000.0,4872,51009.695227409335,0.3464527418002086,0.0,961075.6146651824,825.2794319143653,13.304686600863562
5173ff448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13796.0,0.0,0.0,0.0,5282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5189905.527686567,100466.62196332234,33395.0,13581011.577109242,11.750806312782878,80.0,1390894681.42,83420000.0,4723,278680.5612943298,0.8560602331357875,0.0,3352309.3894989435,287.1894330653423,12.73670383776449
517e54c32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14833333.333333334,14118346.58608388,14000000.0,4783177.592227564,-2.1390009210122365,10000000.0,178000000.0,20000000.0,4979,35664.19555199359,0.04037623708718597,0.0,760451.7923546105,548.7683774939857,17.50439003707821
5181084e0,0.0,0.0,0.0,0.0,0.0,0.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,867440.0,85005.555447663,58000.0,2048299.3266191764,33.69583193351088,16000.0,195174000.0,20000000.0,4766,39105.189340813464,0.6681126065073413,0.0,469824.54572174547,710.9836229448784,15.019483664290165
519365abd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,6108522.222333333,1310020.307834698,1170000.0,15315222.231868234,26.172980861985188,16000.0,366511333.34000003,100900000.0,4931,73434.44867561612,0.18451267363684712,0.0,1793482.6319168098,2183.8265719517017,15.096444681204078
51a546810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,800000.0,0.0,0.0,0.0,0.0,400000.0,1187393.9395454547,221726.93510138136,216666.66999999998,4571336.571812799,39.0136208235706,10000.0,52245333.34,30000000.0,4947,10467.90890402725,0.11462312765064438,0.0,438631.7241038078,4389.170497639637,11.695255355062795
51b0dc55d,22000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24880000.0,0.0,0.0,0.0,0.0,0.0,0.0,6833007.214909091,5025947.762823121,5166666.67,6008613.402520322,4.722463829825715,700000.0,751630793.64,28000000.0,4881,150597.23374874773,0.40505279759937063,0.0,1339845.6177967596,223.38408045903964,16.811242881518265
51bd61b2a,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21398104.95632653,10383943.958450854,13000000.0,27568115.30318587,18.328927650068476,500000.0,2097014285.72,200000000.0,4893,420159.1436024845,0.37331032814302245,0.0,4856892.861282158,693.0857409358812,16.993564429978885
51ef81700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6502607.709795918,2961434.97198731,2500000.0,11626009.833326852,22.475987486430473,200000.0,955883333.34,80000000.0,4844,191521.40519735526,0.5509766461846476,0.0,2272366.960152584,712.9005990222546,16.084194202041253
51f28655b,0.0,0.0,0.0,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,2066666.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,0.0,0.0,950000.0,0.0,0.0,0.0,0.0,0.0,0.0,7426049.796420047,3023338.796597197,3200000.0,11540937.225876212,19.047723150000028,76000.0,3111514864.7000003,100000000.0,4572,623425.1381887398,2.499806929223472,0.0,3924161.800920924,202.04865999768901,13.304686600863562
51fecf06d,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5340326.007252747,1754603.7304866211,1800000.0,9208626.577818582,10.968920947299294,75000.0,485969666.65999997,51400000.0,4900,97369.19788819875,0.2997175743700533,0.0,1428300.4379221457,688.7777075619329,14.576316854287645
51ff64f52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,4999999.99999999,5000000.0,0.0,0.0,5000000.0,65000000.0,5000000.0,4978,13023.442195952715,0.04099520708470253,0.0,254873.7265479152,379.3067745205743,0.0
5219e3524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14663578.71736842,6271979.467233737,8038333.33,21747974.10602774,15.062870017425341,100000.0,2786079956.2999997,145000000.0,4801,558220.7886796233,0.8145425615406835,0.0,5078360.164651301,368.934949601874,11.982935344196433
5229aaaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,5656854.310152542,6000000.0,2309401.076758503,-6.0,4000000.0,24000000.0,8000000.0,4987,4808.655580044079,0.0125390964156177,0.0,179000.00126850288,1693.766291460335,0.0
