leaked_target_0,leaked_target_1,leaked_target_2,leaked_target_3,leaked_target_4,leaked_target_5,leaked_target_6,leaked_target_7,leaked_target_8,leaked_target_9,leaked_target_10,leaked_target_11,leaked_target_12,leaked_target_13,leaked_target_14,leaked_target_15,leaked_target_16,leaked_target_17,leaked_target_18,leaked_target_19,leaked_target_20,leaked_target_21,leaked_target_22,leaked_target_23,leaked_target_24,leaked_target_25,leaked_target_26,leaked_target_27,leaked_target_28,leaked_target_29,leaked_target_30,leaked_target_31,leaked_target_32,leaked_target_33,leaked_target_34,leaked_target_35,leaked_target_36,leaked_target_37,compiled_leak
,,,1800000.0,,,1800000.0,,,,,,1800000.0,1800000.0,,,,,,,1800000.0,1800000.0,1800000.0,1800000.0,,,,,,1800000.0,,,,,,,,,1800000.0
2000000.0,,,,,,,,,,,,,,,,2000000.0,,,,2000000.0,,,,,,,,,,,,,,,,,,2000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2027333.34,2027333.34,,,,,,,2027333.34,2027333.34,,,,,,2027333.34,,,2027333.34,2027333.34,,2027333.34,2027333.34,,2027333.34,,,2027333.34,,,,,,,,,2027333.34
,2550000.0,2550000.0,,,,,,,2550000.0,,,,,2550000.0,,,,,,,,,2550000.0,2550000.0,2550000.0,,,,,,,2550000.0,,,,,,2550000.0
,3900000.0,,,3900000.0,3900000.0,,,,,3900000.0,,,3900000.0,,,,,,,,,,3900000.0,,,,,,,,,,,,,,,3900000.0
2000000.0,2000000.0,2000000.0,2000000.0,,,,2000000.0,,,,,,,,,,2000000.0,,2000000.0,,,,,2000000.0,2000000.0,,,,,2000000.0,2000000.0,2000000.0,,,,,,2000000.0
,,,,2000000.0,2000000.0,,,,,,,,,,,2000000.0,,2000000.0,2000000.0,,,,,,,2000000.0,,,,,,,2000000.0,2000000.0,2000000.0,,,2000000.0
152000.0,,,,,,,,,,,,,,,,152000.0,,152000.0,,152000.0,,,,,,,,,,152000.0,152000.0,,,,,,,152000.0
9706000.0,,9706000.0,,,,,,,9706000.0,,,9706000.0,9706000.0,9706000.0,,,9706000.0,9706000.0,,,,,,9706000.0,,,9706000.0,,,,,,,,,,,9706000.0
,,2000000.0,,,,,,,,,,2000000.0,,2000000.0,,,,,2000000.0,2000000.0,,,,,2000000.0,2000000.0,2000000.0,,,,,,2000000.0,2000000.0,,,2000000.0,2000000.0
,,,,,2200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,340000.0,,,,,,,,340000.0,,340000.0,,,,,,,,,,,,,,,,,340000.0
6300000.0,,,6300000.0,6300000.0,,6300000.0,,6300000.0,,,,,,,6300000.0,,6300000.0,6300000.0,6300000.0,,6300000.0,,,,,,,,,,,,,,,,,6300000.0
,,,,,,300000.0,300000.0,,,300000.0,300000.0,,,,300000.0,300000.0,,,,300000.0,300000.0,,300000.0,,300000.0,,300000.0,300000.0,300000.0,300000.0,,,,,,,,300000.0
3633333.34,,,3633333.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3633333.34
,,,,,,,,,,,6912800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6912800.0
,,,,,,,,5124000.0,,,,,5124000.0,,,,,5124000.0,,,,,,,,,,,,,,,,,,,,5124000.0
,,,,510000.0,,,,,,,,510000.0,510000.0,510000.0,,,510000.0,,,,510000.0,,,,,,,,,,,,,,,,,510000.0
3000000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0
,3740000.0,3740000.0,3740000.0,3740000.0,3740000.0,3740000.0,3740000.0,3740000.0,3740000.0,3740000.0,3740000.0,3740000.0,3740000.0,,,3740000.0,3740000.0,3740000.0,,3740000.0,3740000.0,3740000.0,3740000.0,3740000.0,3740000.0,3740000.0,3740000.0,,3740000.0,3740000.0,3740000.0,3740000.0,3740000.0,,3740000.0,3740000.0,3740000.0,3740000.0
,2000000.0,,,,,,,,,2000000.0,,2000000.0,,2000000.0,2000000.0,,,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,,,,2000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2300000.0,,,2300000.0,2300000.0,2300000.0,,2300000.0,2300000.0,,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,,,,2300000.0,2300000.0,2300000.0,,,,,,2300000.0,,1200000.0,,,,,,2300000.0
,6500000.0,6500000.0,6500000.0,6500000.0,,6500000.0,,6500000.0,,6500000.0,6500000.0,6500000.0,,,,,,6500000.0,6500000.0,6500000.0,,,,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,,6500000.0,,6500000.0,,,,6500000.0
12432000.0,12432000.0,12432000.0,12432000.0,12432000.0,,,12432000.0,12432000.0,,,,,,,12432000.0,,,,,,,,,,12432000.0,,,,12432000.0,,,,,,,,,12432000.0
,40000000.0,,,,40000000.0,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0
4640000.0,4640000.0,4640000.0,4640000.0,4640000.0,,4640000.0,4640000.0,4640000.0,4640000.0,4640000.0,4640000.0,4640000.0,4640000.0,,,4640000.0,4640000.0,4640000.0,4640000.0,,,4640000.0,4640000.0,4640000.0,4640000.0,4640000.0,,4640000.0,,,4640000.0,4640000.0,4640000.0,,4640000.0,4640000.0,,4640000.0
170000.0,,,170000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170000.0
,,,,,,,,,,1013333.34,,,,,,,,,,1013333.34,1013333.34,1013333.34,1013333.34,,,1013333.34,,,,,1013333.34,,,3900000.0,,,,1013333.34
20333333.34,20333333.34,,,,,,,,,,,,20333333.34,,20333333.34,20333333.34,20333333.34,20333333.34,,,,,20333333.34,20333333.34,,,,,,,,20333333.34,,,,,,20333333.34
80000.0,,80000.0,80000.0,,80000.0,80000.0,80000.0,,,80000.0,80000.0,,,80000.0,,80000.0,,80000.0,80000.0,,,,,80000.0,80000.0,,,,,,,80000.0,,,,,,80000.0
,,,,,,,,,,6000000.0,,,,6000000.0,,,,,6000000.0,,,,,,,,,,,,,,,,,,,6000000.0
1600000.0,1600000.0,1600000.0,1600000.0,,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0
,,,,,,,,,,,,,,2000000.0,,,,,,,,260000.0,,,,,2600000.0,,,,,,,,,,,2000000.0
,,,,20000000.0,,,,20000000.0,20000000.0,20000000.0,,,20000000.0,,,,,,,,,20000000.0,,,,,,,,,,,,,,,,20000000.0
4080000.0,4080000.0,4080000.0,,4080000.0,,4080000.0,,4080000.0,4080000.0,4080000.0,4080000.0,4080000.0,4080000.0,4080000.0,4080000.0,,,4080000.0,4080000.0,4080000.0,,4080000.0,,4080000.0,4080000.0,,,,,,4080000.0,,4080000.0,,,,,4080000.0
,,,,,,,,,,,,,,,,,,,,,600000.0,600000.0,600000.0,600000.0,,,,600000.0,,600000.0,,,,,,,,600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9100000.0,,,,,9100000.0,9100000.0,,9100000.0,9100000.0,9100000.0,,,,,9100000.0,9100000.0,9100000.0,,,,,,,,9100000.0,9100000.0,,,9100000.0,,,,9100000.0,,9100000.0,9100000.0,9100000.0,9100000.0
4000000.0,,4000000.0,4000000.0,4000000.0,4000000.0,,,4000000.0,,,4000000.0,4000000.0,4000000.0,4000000.0,,4000000.0,,4000000.0,,4000000.0,4000000.0,4000000.0,,,,,,4000000.0,4000000.0,4000000.0,,,,4000000.0,,,,4000000.0
,,8200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8200000.0
,,,212000.0,,,,,212000.0,212000.0,212000.0,,,,212000.0,,,,212000.0,,,212000.0,212000.0,212000.0,,,,212000.0,,,,,,,,,,,212000.0
2000000.0,2000000.0,2000000.0,,2000000.0,,,,,,,,,2000000.0,,,,,2000000.0,,,,2000000.0,,,,,,,,,,2000000.0,2000000.0,,,,,2000000.0
,,,,,,,7000.0,,,,,,,,,,,1000000.0,1000000.0,7000.0,,,,,,,,,,,,,1000000.0,,,,,7000.0
,,,200000.0,,200000.0,,,200000.0,200000.0,200000.0,200000.0,,,,,,,,,,,,,,200000.0,200000.0,,,,200000.0,200000.0,,,,,200000.0,,200000.0
,64000.0,64000.0,,64000.0,,,,,64000.0,,64000.0,64000.0,,,,,,,,,,64000.0,,,,,64000.0,,,,,,,,,,64000.0,64000.0
,,,,,,20000000.0,20000000.0,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,20000000.0,,,,,,20000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5749333.34,,5749333.34,,,,,,,,,,,,,,,,5749333.34,,5749333.34,,5749333.34,,,,,,,,,,5749333.34,,,,,,5749333.34
2400000.0,2400000.0,2400000.0,2400000.0,,,2400000.0,2400000.0,2400000.0,2400000.0,2400000.0,2400000.0,2400000.0,,2400000.0,,,2400000.0,,2400000.0,,2400000.0,,,2400000.0,,,,,,,,,,,,,,2400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,600000.0,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,600000.0
,,,86666.66,86666.66,,86666.66,,86666.66,86666.66,,86666.66,86666.66,,,,,,,86666.66,,,,,86666.66,,,,,,,,,,,,,,86666.66
,,,,,,,,,,,,,,,,,,,,60000.0,,,,,,,,,,,,,,,,,,60000.0
1500000.0,,,,1500000.0,1500000.0,1500000.0,,,,,,,,,1500000.0,,,,1500000.0,,1500000.0,1500000.0,,,,,,,,,,,,,,,,1500000.0
,10667200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10667200.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11000000.0,,,,,,11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000.0
,,,,,,,,,,,,,,,,,,,,7500000.0,,,7500000.0,,,,,,,,,,7500000.0,,,,,7500000.0
3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,,3252500.0,3252500.0,3252500.0,3252500.0,,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0,3252500.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,620000.0,620000.0,620000.0,620000.0,,620000.0,620000.0,,,620000.0,,620000.0,620000.0,,,,620000.0,,620000.0,,620000.0,,,620000.0,620000.0,620000.0,620000.0,620000.0,620000.0,,620000.0,,,620000.0,,,,620000.0
,,,9000000.0,9000000.0,,,9000000.0,9000000.0,,,,,,,,,,,,,9000000.0,,,,,,9000000.0,9000000.0,9000000.0,,,9000000.0,9000000.0,9000000.0,,,,9000000.0
,,,,,,68000.0,68000.0,,,68000.0,,,,,,,,,,,,,,,,,,,,,,68000.0,,,,,,68000.0
,,10000000.0,10000000.0,,,,10000000.0,10000000.0,,,,,,,7400000.0,,,,,,,,,10000000.0,,,,,,,,,,,,,,10000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4433333.34,4433333.34,4433333.34,4433333.34,4433333.34,4433333.34,4433333.34,,,,4433333.34,4433333.34,,,4433333.34,4433333.34,4433333.34,4433333.34,4433333.34,4433333.34,4433333.34,4433333.34,4433333.34,,,4433333.34,4433333.34,,4433333.34,,,,4433333.34,,,4433333.34,4433333.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30000000.0,,,,,30000000.0,,,,30000000.0,,,,,,,,,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,,,30000000.0,30000000.0,30000000.0,30000000.0,,,30000000.0
3900000.0,,,,3900000.0,,,,,3900000.0,,,,,,,,,,,,,,,,,,600000.0,,,,,,,,,,,3900000.0
,,,,,,,,,,,,,,,,,,600000.0,,,,600000.0,600000.0,,,,,,,,600000.0,,2500000.0,,,,,600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,5600000.0,,,,,,,,,,,5600000.0
26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,,,26000000.0,26000000.0,26000000.0,26000000.0,,,,26000000.0,26000000.0,26000000.0,26000000.0,,,26000000.0,26000000.0,26000000.0,,,,,,,,,,,,,26000000.0
,10666666.66,,,10666666.66,10666666.66,,10666666.66,10666666.66,10666666.66,,10666666.66,,,10666666.66,10666666.66,,,,,,,10666666.66,,10666666.66,10666666.66,10666666.66,10666666.66,10666666.66,10666666.66,,,10666666.66,,,,,,10666666.66
,,,5100000.0,,,5100000.0,,,,,5100000.0,,5100000.0,5100000.0,,,,,,5100000.0,,,5100000.0,5100000.0,5100000.0,,,,,,,,,,,,,5100000.0
,1132000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132000.0
,,,,,,2200000.0,2200000.0,,,,,,,,,,,,,2200000.0,,,,,,,,,,,,,,,,,,2200000.0
12066666.66,12066666.66,,12066666.66,12066666.66,12066666.66,,12066666.66,,12066666.66,,,,12066666.66,12066666.66,,12066666.66,12066666.66,,,12066666.66,,12066666.66,,,,,,12066666.66,,12066666.66,,12066666.66,,12066666.66,,12066666.66,,12066666.66
,,,,,600000.0,600000.0,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,600000.0
,,2400000.0,,,2400000.0,,,,,,,,,,,,,,,,2400000.0,,,,,,,,,,,,,,,,,2400000.0
,,,15000000.0,15000000.0,,,,15000000.0,15000000.0,,,,,,,,,15000000.0,,,,,,,,,,,,,,,,,,,,15000000.0
240000.0,240000.0,,,,,,,,,,,,,,240000.0,,,,240000.0,240000.0,240000.0,240000.0,,,,,,,,,,,,,,,,240000.0
,33333.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33333.34
3665000.0,3665000.0,,3665000.0,3665000.0,,3665000.0,3665000.0,3665000.0,3665000.0,3665000.0,,3665000.0,3665000.0,3665000.0,3665000.0,3665000.0,3665000.0,3665000.0,3665000.0,,,3665000.0,3665000.0,3665000.0,3665000.0,,,3665000.0,3665000.0,3665000.0,3665000.0,3665000.0,,3665000.0,,,,3665000.0
,,12322857.14,12322857.14,,12322857.14,,,,12322857.14,,,12322857.14,,12322857.14,12322857.14,12322857.14,,,,12322857.14,12322857.14,12322857.14,12322857.14,12322857.14,,,,12322857.14,12322857.14,,,12322857.14,,12322857.14,,,12322857.14,12322857.14
,2000000.0,2000000.0,2000000.0,,2000000.0,,,,,,,,,2000000.0,,,,,2000000.0,,,,2000000.0,,,,,,,,,,,,,,,2000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,1000000.0
,1200000.0,,1200000.0,,,,,,,,,1200000.0,,,,,,,,,1200000.0,,,,1200000.0,1200000.0,1200000.0,,1200000.0,1200000.0,1200000.0,,1200000.0,,,,,1200000.0
1800000.0,,,1800000.0,1800000.0,,,,,1800000.0,1800000.0,1800000.0,1800000.0,1800000.0,1800000.0,,,,,,,,,,,,,,,,,,,,,,,,1800000.0
21143000.0,21143000.0,,,,,,,,,,,,,,,,21143000.0,,21143000.0,,,21143000.0,21143000.0,,,,21143000.0,,,,,,,,,,21143000.0,21143000.0
22500000.0,22500000.0,22500000.0,22500000.0,22500000.0,22500000.0,22500000.0,22500000.0,22500000.0,22500000.0,22500000.0,,,,,22500000.0,,,,22500000.0,,,,,,,,,22500000.0,22500000.0,22500000.0,22500000.0,22500000.0,22500000.0,22500000.0,22500000.0,22500000.0,,22500000.0
,,,,5000000.0,,,5000000.0,,5000000.0,5000000.0,,,,,,,,,5000000.0,,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,,5000000.0,5000000.0,5000000.0,,,,5000000.0,,,,,5000000.0
,,,,1600000.0,,,,,,,,,,,,,,,,,,,,,,,,,1600000.0,,,,,,,,,1600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,465000.0,,,465000.0,,,,,,,,,465000.0,,465000.0,,,,465000.0,465000.0,,,465000.0,,,465000.0,,465000.0,465000.0,,,,,,465000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14070000.0,,,,,14070000.0,,,14070000.0,14070000.0,,,,14070000.0,,14070000.0,,,,,,,,,,,,,14070000.0,,,14070000.0,,,,,14070000.0
,,,,,586666.66,,586666.66,,,,586666.66,,,,,,,,,,586666.66,,,,,586666.66,586666.66,,586666.66,,586666.66,,,,,,,586666.66
,,200000.0,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0
,,10700000.0,,10700000.0,10700000.0,,10700000.0,10700000.0,,,,,,,,,,,,,,,,10700000.0,,,,,,,,,,,10700000.0,,,10700000.0
,,,,,24600000.0,,24600000.0,24600000.0,24600000.0,,24600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24600000.0
,,,,,,,,,,,,,,,,,,300000.0,,300000.0,,,1300000.0,,,,200000.0,,,,,,,,,,,300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13700000.0,,,13700000.0,13700000.0,,,,,,,,,,,,,,,,13700000.0,,13700000.0,,,13700000.0,,,13700000.0,,,,,,,,,13700000.0
,,21600000.0,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,32000.0,,,,,21600000.0
,,,,,,,,,,,,,,,,,1000000.0,,,,,1000000.0,,,,,,,,,,,,,,,,1000000.0
,,17375000.0,17375000.0,17375000.0,,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0,17375000.0
371333.34,,371333.34,,371333.34,371333.34,,,,,371333.34,,,,,371333.34,,,,,,,371333.34,371333.34,,,371333.34,371333.34,,,371333.34,371333.34,,,,,,,371333.34
,,320000.0,,,320000.0,,,,,,,,,,,,320000.0,,,,,,,,,,,,,,,,,,,,,320000.0
30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,,,30000000.0,30000000.0,30000000.0,30000000.0,,,,30000000.0,30000000.0,30000000.0,30000000.0,,,30000000.0,30000000.0,30000000.0,,,,,,,,,,,,,30000000.0,,30000000.0
,,,,,,,,,,46000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,46000.0
34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,,,,,34000000.0,,,,34000000.0,,,,,,,,,34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,,34000000.0
,,,,,,,,,,8500000.0,,,8500000.0,8500000.0,,,,,,,,8500000.0,,,,,,,,,,,,,,,,8500000.0
,,,,,,20000000.0,,,,,,,,,20000000.0,,,,,,,,,,,,,,,,,,20000000.0,20000000.0,,,,20000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
,,,,,,,,,6050000.0,,,,,,6050000.0,6050000.0,6050000.0,6050000.0,,6050000.0,,,6050000.0,6050000.0,6050000.0,,6050000.0,,6050000.0,6050000.0,6050000.0,6050000.0,,,,,,6050000.0
,1879000.0,,,,1879000.0,,,1879000.0,,,1879000.0,1879000.0,,,,,1879000.0,,,1879000.0,,,,,,,,,,1879000.0,,,,,,,,1879000.0
,20000000.0,,20000000.0,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0
8567333.34,8567333.34,,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,8567333.34,,,8567333.34,8567333.34,8567333.34
6000000.0,6000000.0,6000000.0,6000000.0,,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,,6000000.0,,6000000.0,,,,,,,,,,,,,,,,,,,,6000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000000.0,,,,,,,,20000000.0,20000000.0,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,20000000.0,11000000.0,,,20000000.0
,13162000.0,,,,,,,,,,,,13162000.0,,,,,,,,,,,,,,,,,,,,,,,,,13162000.0
448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,,448666.66,448666.66,448666.66,,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66,448666.66
310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0,310000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,48333.34,,,48333.34,48333.34,,,48333.34,48333.34,,,,,,,,,,,,,,48333.34
1100000.0,,,1100000.0,,,1100000.0,,,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,,1100000.0,,,1100000.0,1100000.0,,1100000.0,,1100000.0,,,,,,,1100000.0,,1100000.0,1100000.0,1100000.0,,1100000.0,,1100000.0
,,,27140000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27140000.0
,,5243333.34,5243333.34,5243333.34,5243333.34,5243333.34,,5243333.34,,,5243333.34,5243333.34,5243333.34,,5243333.34,5243333.34,5243333.34,5243333.34,,5243333.34,5243333.34,5243333.34,5243333.34,5243333.34,5243333.34,,,,,5243333.34,5243333.34,,,,,,,5243333.34
3500000.0,3500000.0,3500000.0,3500000.0,3500000.0,,3500000.0,,,3500000.0,,3500000.0,,3500000.0,,,3500000.0,,,,,,,,,,,,,,,,,,,,,,3500000.0
,1000000.0,,,,,1000000.0,,1000000.0,1000000.0,1000000.0,,,1000000.0,1000000.0,,,,,,1000000.0,1000000.0,,,,,,1000000.0,,1000000.0,1000000.0,1000000.0,,,,,,,1000000.0
,,,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0
,558000.0,558000.0,,,,,558000.0,,,558000.0,,,,,,,,,,558000.0,,,,,,,,,,,,,,,,,,558000.0
,9000000.0,,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,,9000000.0,,9000000.0,9000000.0,9000000.0,,,,9000000.0,,,9000000.0,9000000.0,,9000000.0,,9000000.0,,9000000.0,9000000.0,,,,9000000.0,9000000.0
,,42000.0,,,,,,,,,,,,,,42000.0,42000.0,,,,,,,,,42000.0,,,,,,,,,,,,42000.0
,,,,,200000.0,,,,200000.0,,200000.0,,200000.0,,,,200000.0,,200000.0,,200000.0,200000.0,200000.0,,,200000.0,,,,,,,,,,,,200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15000000.0,,,,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,,,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,,15000000.0,,,15000000.0,,15000000.0
356000.0,356000.0,356000.0,,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0,356000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,40000.0,,,50000.0
,3620000.0,,,,,3620000.0,,,,,,,,,,,,3620000.0,,,,,,,,,,,,,,,,,,,,3620000.0
,,7260000.0,7260000.0,7260000.0,7260000.0,7260000.0,7260000.0,7260000.0,7260000.0,,7260000.0,7260000.0,7260000.0,7260000.0,7260000.0,7260000.0,7260000.0,7260000.0,7260000.0,7260000.0,,,7260000.0,7260000.0,7260000.0,7260000.0,7260000.0,7260000.0,7260000.0,,7260000.0,,,7260000.0,,7260000.0,2760000.0,7260000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000000.0,,,3000000.0,,3000000.0,3000000.0,,3000000.0,3000000.0,,,3000000.0,,,3000000.0,3000000.0,,,,,3000000.0,,,3000000.0,3000000.0,3000000.0,,,,3000000.0,3000000.0,,,,,,,3000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
,,,,,,,,,,,,,,,,,,,3270000.0,3270000.0,3270000.0,,,,,,,,,,,,,,,,,3270000.0
6000000.0,,,,6000000.0,,,,6000000.0,,,6000000.0,6000000.0,,6000000.0,,6000000.0,,,,,6000000.0,,,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,,6000000.0,,,,,,,,6000000.0
,,1630000.0,,,,1630000.0,1630000.0,,,1630000.0,,1630000.0,,,,,,,,,,,1630000.0,,,,,,,,,,,,,,,1630000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
